path,source_root,size_bytes,size_mb,decision_class,decision_reason
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@babel/parser/lib/index.js.map,app_source,1432591,1.43,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/sympy/polys/benchmarks/__pycache__/bench_solvers.cpython-313.pyc,pipeline_source,1429620,1.43,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/sympy/polys/benchmarks/__pycache__/bench_solvers.cpython-313.pyc,app_source,1429611,1.43,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/sympy/polys/benchmarks/__pycache__/bench_solvers.cpython-313.pyc,pipeline_source,1429605,1.43,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/pdfmake/build/pdfmake.min.js,app_source,1399635,1.4,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n383.json,shared_data_source,1378977,1.38,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n339.json,shared_data_source,1378904,1.38,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n41.json,shared_data_source,1378680,1.38,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n147.json,shared_data_source,1378457,1.38,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n267.json,shared_data_source,1378181,1.38,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@arcgis/core/assets/esri/libs/basisu/basis_encoder.wasm,app_source,1374356,1.37,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n395.json,shared_data_source,1359691,1.36,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@carto/api-client/build/worker-compat.js.map,app_source,1357622,1.36,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/scipy/special/_ufuncs_cxx.cpython-313-darwin.so,app_source,1353856,1.35,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/scipy/special/_ufuncs_cxx.cpython-313-darwin.so,pipeline_source,1353856,1.35,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/scipy/special/_ufuncs_cxx.cpython-313-darwin.so,pipeline_source,1353856,1.35,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n226.json,shared_data_source,1341978,1.34,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/vite/dist/node/chunks/config.js,app_source,1332878,1.33,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/zstd-codec/lib/zstd-codec-binding.js,app_source,1316404,1.32,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/googleapiclient/discovery_cache/documents/discoveryengine.v1.json,pipeline_source,1313748,1.31,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n211.json,shared_data_source,1310320,1.31,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n327.json,shared_data_source,1310149,1.31,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n213.json,shared_data_source,1309876,1.31,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n74.json,shared_data_source,1309770,1.31,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n148.json,shared_data_source,1309713,1.31,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n175.json,shared_data_source,1309602,1.31,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n176.json,shared_data_source,1309593,1.31,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n241.json,shared_data_source,1309590,1.31,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n88.json,shared_data_source,1308479,1.31,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/googleapiclient/discovery_cache/documents/discoveryengine.v1beta.json,pipeline_source,1301259,1.3,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/1. data/1. raw/0. profiles/old/profiles_publications_missing_doi.csv,pipeline_source,1297975,1.3,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/google_fail_UKCorporateGovernanc.html,pipeline_source,1288987,1.29,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n100.json,shared_data_source,1274831,1.27,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n258.json,shared_data_source,1273980,1.27,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/scipy/special/tests/data/boost.npz,app_source,1270643,1.27,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/scipy/special/tests/data/boost.npz,pipeline_source,1270643,1.27,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/scipy/special/tests/data/boost.npz,pipeline_source,1270643,1.27,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n116.json,shared_data_source,1241567,1.24,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n66.json,shared_data_source,1240732,1.24,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n312.json,shared_data_source,1240629,1.24,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n16.json,shared_data_source,1240550,1.24,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/torch/testing/_internal/common_methods_invocations.py,app_source,1218643,1.22,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/torch/testing/_internal/common_methods_invocations.py,pipeline_source,1218643,1.22,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/torch/testing/_internal/common_methods_invocations.py,pipeline_source,1218643,1.22,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/torch/_VF.pyi,app_source,1208427,1.21,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/torch/_C/_VariableFunctions.pyi,app_source,1208427,1.21,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/torch/_VF.pyi,pipeline_source,1208427,1.21,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/torch/_C/_VariableFunctions.pyi,pipeline_source,1208427,1.21,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/torch/_VF.pyi,pipeline_source,1208427,1.21,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/torch/_C/_VariableFunctions.pyi,pipeline_source,1208427,1.21,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@arcgis/core/assets/esri/core/workers/chunks/9e5e05d6430712b0b1bc.js,app_source,1195508,1.2,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@maplibre/maplibre-gl-style-spec/docs/public/img/src/layer-raster.png,app_source,1180589,1.18,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/1. data/1. raw/0. profiles/old/profiles_publications_openalex_missing_combined.csv,pipeline_source,1173554,1.17,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n150.json,shared_data_source,1172570,1.17,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n206.json,shared_data_source,1172569,1.17,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n59.json,shared_data_source,1172080,1.17,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n286.json,shared_data_source,1172044,1.17,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n119.json,shared_data_source,1172021,1.17,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n387.json,shared_data_source,1171641,1.17,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n45.json,shared_data_source,1171623,1.17,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n250.json,shared_data_source,1171294,1.17,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n362.json,shared_data_source,1170531,1.17,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/lxml/html/_difflib.cpython-313-darwin.so,pipeline_source,1165808,1.17,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/lxml/html/_difflib.cpython-313-darwin.so,pipeline_source,1165808,1.17,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/PIL/.dylibs/libfreetype.6.dylib,app_source,1143856,1.14,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/PIL/.dylibs/libfreetype.6.dylib,pipeline_source,1143856,1.14,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/scipy/special/_special_ufuncs.cpython-313-darwin.so,app_source,1130840,1.13,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/scipy/special/_special_ufuncs.cpython-313-darwin.so,pipeline_source,1130840,1.13,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/scipy/special/_special_ufuncs.cpython-313-darwin.so,pipeline_source,1130840,1.13,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n2.json,shared_data_source,1103464,1.1,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n342.json,shared_data_source,1103354,1.1,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n26.json,shared_data_source,1103245,1.1,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n152.json,shared_data_source,1103156,1.1,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n229.json,shared_data_source,1103064,1.1,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n222.json,shared_data_source,1102881,1.1,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n22.json,shared_data_source,1102789,1.1,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n297.json,shared_data_source,1102696,1.1,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n55.json,shared_data_source,1102660,1.1,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n330.json,shared_data_source,1102651,1.1,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n139.json,shared_data_source,1102643,1.1,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n60.json,shared_data_source,1102453,1.1,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@foliojs-fork/linebreak/test/LineBreakTest.txt,app_source,1093019,1.09,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/.vite/deps/chunk-ZCRELIKY.js,app_source,1089104,1.09,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n377.json,shared_data_source,1087398,1.09,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@deck.gl/geo-layers/dist/dist.dev.js,app_source,1085559,1.09,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/torch/lib/libc10.dylib,app_source,1084640,1.08,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/torch/lib/libc10.dylib,pipeline_source,1084640,1.08,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/torch/lib/libc10.dylib,pipeline_source,1084640,1.08,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/react-dom/cjs/react-dom-profiling.development.js,app_source,1082082,1.08,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/1. data/1. raw/0. profiles/old/profiles_publications_missing_doi_remaining.csv,pipeline_source,1074932,1.07,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/matplotlib/ft2font.cpython-313-darwin.so,app_source,1072640,1.07,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/matplotlib/ft2font.cpython-313-darwin.so,pipeline_source,1072640,1.07,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@maplibre/maplibre-gl-style-spec/docs/public/img/src/layer-fill.png,app_source,1071963,1.07,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/react-dom/cjs/react-dom-client.development.js,app_source,1065698,1.07,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n114.json,shared_data_source,1054035,1.05,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n245.json,shared_data_source,1053744,1.05,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/dist/assets/index-B1gjKKWs.js,app_source,1053736,1.05,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/mapbox-gl/dist/style-spec/index.cjs.map,app_source,1037859,1.04,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/mapbox-gl/dist/style-spec/index.es.js.map,app_source,1037661,1.04,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n159.json,shared_data_source,1037116,1.04,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@esri/calcite-components/dist/docs/web-types.json,app_source,1036383,1.04,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n193.json,shared_data_source,1034297,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n353.json,shared_data_source,1034277,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n112.json,shared_data_source,1034277,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n225.json,shared_data_source,1034277,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n257.json,shared_data_source,1034111,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n129.json,shared_data_source,1034103,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n17.json,shared_data_source,1034094,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n337.json,shared_data_source,1034024,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n40.json,shared_data_source,1034011,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n47.json,shared_data_source,1033992,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n251.json,shared_data_source,1033924,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n216.json,shared_data_source,1033885,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n105.json,shared_data_source,1033847,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n7.json,shared_data_source,1033650,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/openai/by_researcher/n363.json,shared_data_source,1033477,1.03,A,safe to commit if required
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/@arcgis/core/assets/esri/libs/vxl/vxlLayer.wasm,app_source,1027928,1.03,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/texture-compressor/bin/win32/crunch.exe,app_source,1018368,1.02,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/fontTools/misc/bezierTools.cpython-313-darwin.so,app_source,1006864,1.01,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/fontTools/misc/bezierTools.cpython-313-darwin.so,pipeline_source,1006864,1.01,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/safetensors/_safetensors_rust.abi3.so,app_source,1006688,1.01,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/safetensors/_safetensors_rust.abi3.so,pipeline_source,1006688,1.01,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/safetensors/_safetensors_rust.abi3.so,pipeline_source,1006688,1.01,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/backend/.venv/lib/python3.13/site-packages/pandas/_libs/interval.cpython-313-darwin.so,app_source,1006512,1.01,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/.venv/lib/python3.13/site-packages/pandas/_libs/interval.cpython-313-darwin.so,pipeline_source,1006512,1.01,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-pipeline-2026/0. scripts/temp_venv/lib/python3.13/site-packages/pandas/_libs/interval.cpython-313-darwin.so,pipeline_source,1006512,1.01,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/triss-unified-app/frontend/node_modules/.vite/deps/react-dom_client.js,app_source,1005177,1.01,B,dependency cache; do not commit
/Users/mikemcrae/Dropbox/Google Drive/Personal/2021/PhD/TRISS Project/1. data/2. intermediate/Embeddings/mpnet/by_researcher/n204.json,shared_data_source,1002710,1.0,A,safe to commit if required
